steps,n,topology,num_communities,p_in,p_out,bridge_fraction,k,alarm_threshold,influence_weight,learning,regulator,regulator_force,enable_content,enable_noise,bridge_multiplier,name,delay_steps,noise_mode,seed,condition,L_mean_tail,L_max,L_amp_tail,L_std_tail,M_mean_tail,M_max,M_amp_tail,M_std_tail,R_mean_tail,R_max,R_amp_tail,R_std_tail,alarm_true_mean_tail,alarm_true_max,alarm_true_amp_tail,alarm_true_std_tail,alarm_delayed_mean_tail,alarm_delayed_max,alarm_delayed_amp_tail,alarm_delayed_std_tail,avg_repression_mean_tail,avg_repression_max,avg_repression_amp_tail,avg_repression_std_tail,punished_fraction_mean_tail,punished_fraction_max,punished_fraction_amp_tail,punished_fraction_std_tail,usefulness_mean_tail,usefulness_max,usefulness_amp_tail,usefulness_std_tail,regulator_force_mean_tail,regulator_force_max,regulator_force_amp_tail,regulator_force_std_tail,bridge_radical_fraction_mean_tail,bridge_radical_fraction_max,bridge_radical_fraction_amp_tail,bridge_radical_fraction_std_tail,dangerous_radical_bridge_fraction_mean_tail,dangerous_radical_bridge_fraction_max,dangerous_radical_bridge_fraction_amp_tail,dangerous_radical_bridge_fraction_std_tail,false_positive_rate_mean_tail,false_positive_rate_max,false_positive_rate_amp_tail,false_positive_rate_std_tail,false_negative_rate_mean_tail,false_negative_rate_max,false_negative_rate_amp_tail,false_negative_rate_std_tail,false_positive_bridge_rate_mean_tail,false_positive_bridge_rate_max,false_positive_bridge_rate_amp_tail,false_positive_bridge_rate_std_tail,false_negative_bridge_rate_mean_tail,false_negative_bridge_rate_max,false_negative_bridge_rate_amp_tail,false_negative_bridge_rate_std_tail,bridge_multiplier_used_mean_tail,bridge_multiplier_used_max,bridge_multiplier_used_amp_tail,bridge_multiplier_used_std_tail,content_frac_H_mean_tail,content_frac_H_max,content_frac_H_amp_tail,content_frac_H_std_tail,content_frac_P_mean_tail,content_frac_P_max,content_frac_P_amp_tail,content_frac_P_std_tail,content_frac_D_mean_tail,content_frac_D_max,content_frac_D_amp_tail,content_frac_D_std_tail,regime_fixed,regime
500,240,modular,6,0.08,0.004,0.12,10.0,0.72,0.22,True,static,1.0,True,True,1.35,default,0,oracle,11,default,0.36475,0.8083333333333333,0.12916666666666665,0.02254948262525477,0.40514999999999995,0.475,0.1333333333333333,0.024165339043992557,0.23010000000000003,0.35,0.09583333333333333,0.019995582845551998,0.6226189581510037,0.7307417795580896,0.1413532072574828,0.026674741390474134,0.6227373762987922,0.7307417795580896,0.1413532072574828,0.026630791738666084,0.20306803519738112,0.3856159160126454,0.2049885504589042,0.03923895689706728,0.20240000000000002,0.42083333333333334,0.25833333333333336,0.04866627853726507,2.248341944754814,2.3838753515661195,0.24090522660562108,0.04459587029374526,1.0,1.0,0.0,0.0,0.28714285714285714,0.4642857142857143,0.32142857142857145,0.062335497797918374,0.06071428571428569,0.14285714285714285,0.14285714285714285,0.031339158526400436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,1.35,0.0,0.0,0.38333333333333336,0.38333333333333336,0.0,0.0,0.4249999999999999,0.425,0.0,1.1102230246251565e-16,0.19166666666666668,0.19166666666666668,0.0,0.0,stable,stable
500,240,modular,6,0.08,0.004,0.12,10.0,0.72,0.22,True,static,1.0,True,True,1.35,default,0,oracle,12,default,0.3970833333333333,0.775,0.15833333333333333,0.023559174905378632,0.37548333333333334,0.4375,0.125,0.023845037918471285,0.22743333333333335,0.35833333333333334,0.09583333333333333,0.02072092340284734,0.6030356265240744,0.7521192598066967,0.18321043452605412,0.028738995857880218,0.6031508409106293,0.7521192598066967,0.18321043452605412,0.02891736509223855,0.17891310817152187,0.4303055882430513,0.2600378185657962,0.03920663282160883,0.17861666666666667,0.42916666666666664,0.29583333333333334,0.04561055250706792,2.1784288275347543,2.3547250253595413,0.3031346088232021,0.04611239951536294,1.0,1.0,0.0,0.0,0.3481428571428571,0.6071428571428571,0.46428571428571425,0.07815225850993739,0.06828571428571428,0.17857142857142858,0.17857142857142858,0.03684385142401785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,1.35,0.0,0.0,0.3624999999999999,0.3625,0.0,1.1102230246251565e-16,0.4625,0.4625,0.0,0.0,0.175,0.175,0.0,0.0,stable,stable
500,240,modular,6,0.08,0.004,0.12,10.0,0.72,0.22,True,static,1.0,True,True,1.35,default,0,oracle,13,default,0.36008333333333337,0.8166666666666667,0.1166666666666667,0.023875981655211584,0.41718333333333335,0.49166666666666664,0.15833333333333333,0.025288826034876,0.22273333333333334,0.36666666666666664,0.10833333333333334,0.020803338407305902,0.6371076593668215,0.782358317142786,0.1568924692180348,0.02848130721586813,0.6373327999587982,0.782358317142786,0.1568924692180348,0.02857202300133272,0.23128236710912273,0.4894932245234281,0.24414768959502137,0.04533687463788871,0.23178333333333334,0.49166666666666664,0.2791666666666667,0.052487038082432,2.253143428992629,2.4052706345130357,0.2479776150561812,0.046466876584385086,1.0,1.0,0.0,0.0,0.233,0.5357142857142857,0.5,0.0734831648080299,0.07085714285714284,0.17857142857142858,0.17857142857142858,0.039249073822427545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,1.35,0.0,0.0,0.26250000000000007,0.2625,0.0,5.551115123125783e-17,0.4625,0.4625,0.0,0.0,0.27499999999999997,0.275,0.0,5.551115123125783e-17,stable,stable
500,240,modular,6,0.08,0.004,0.12,10.0,0.72,0.22,True,static,1.0,True,True,1.35,default,0,oracle,14,default,0.35708333333333336,0.7916666666666666,0.10833333333333334,0.02331323539203524,0.4348,0.49583333333333335,0.1375,0.024188243241523584,0.20811666666666667,0.3541666666666667,0.12916666666666668,0.019717314725895104,0.6236763958858426,0.7566343726436454,0.16130037089256266,0.027453904522098425,0.6235382708398868,0.7566343726436454,0.16130037089256266,0.027395518758282087,0.20762975483230814,0.4391844814044476,0.2402435084061736,0.04083212380462098,0.21025,0.4375,0.2875,0.04940204955262484,2.2456826369158667,2.3839580885933684,0.2274884568501827,0.044474682100130475,1.0,1.0,0.0,0.0,0.26771428571428574,0.5357142857142857,0.3571428571428571,0.06956482808231793,0.059857142857142845,0.14285714285714285,0.14285714285714285,0.03416317387157686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,1.35,0.0,0.0,0.375,0.375,0.0,0.0,0.4541666666666666,0.45416666666666666,0.0,5.551115123125783e-17,0.17083333333333336,0.17083333333333334,0.0,2.7755575615628914e-17,stable,oscillatory
500,240,modular,6,0.08,0.004,0.12,10.0,0.72,0.22,True,static,1.0,True,True,1.35,default,0,oracle,15,default,0.3787,0.8083333333333333,0.12083333333333335,0.022312278632577575,0.40764999999999996,0.4666666666666667,0.12083333333333335,0.022879934197652076,0.21364999999999998,0.37916666666666665,0.13333333333333336,0.021740189358267638,0.6221260706219808,0.8087354266535224,0.156435987952378,0.029303128705004424,0.621997601275556,0.8087354266535224,0.156435987952378,0.029218062440861663,0.2085743000131975,0.5340709232190938,0.22701820783150123,0.043569432034813366,0.20536666666666667,0.4666666666666667,0.27083333333333337,0.05038274616484408,2.211179437806346,2.4221831487196326,0.2337967958017586,0.04446373174151405,1.0,1.0,0.0,0.0,0.25414285714285717,0.5,0.3571428571428571,0.06706819557094747,0.05485714285714285,0.17857142857142858,0.14285714285714285,0.03274639721575863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,1.35,0.0,0.0,0.38333333333333336,0.38333333333333336,0.0,0.0,0.40416666666666673,0.4041666666666667,0.0,5.551115123125783e-17,0.21249999999999994,0.2125,0.0,5.551115123125783e-17,stable,oscillatory
500,240,modular,6,0.08,0.004,0.12,10.0,0.72,0.22,True,static,1.0,True,True,1.35,default,0,oracle,16,default,0.36833333333333335,0.7791666666666667,0.13749999999999996,0.022623119934163712,0.41184999999999994,0.49166666666666664,0.1375,0.024150736128647415,0.21981666666666666,0.37083333333333335,0.14166666666666664,0.02291305426073869,0.6163853691314829,0.8050641025220425,0.1888436618680409,0.029521978119522965,0.6164367215849097,0.8050641025220425,0.1888436618680409,0.02955555330498924,0.1984197814150294,0.5228816173607217,0.27295359262849933,0.04226404169201053,0.20191666666666666,0.5333333333333333,0.29583333333333334,0.04778721644494012,2.2598929398639624,2.4299777050129245,0.281734579646034,0.04532315754133642,1.0,1.0,0.0,0.0,0.2124285714285714,0.42857142857142855,0.3571428571428571,0.06578893275824885,0.037428571428571415,0.14285714285714285,0.14285714285714285,0.03075777651792357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,1.35,0.0,0.0,0.35416666666666663,0.3541666666666667,0.0,5.551115123125783e-17,0.38333333333333336,0.38333333333333336,0.0,0.0,0.26250000000000007,0.2625,0.0,5.551115123125783e-17,stable,oscillatory
500,240,modular,6,0.08,0.004,0.12,10.0,0.72,0.22,True,static,1.0,True,True,1.35,default,0,oracle,17,default,0.3846666666666666,0.7791666666666667,0.14999999999999997,0.02412697890559676,0.40395000000000003,0.4708333333333333,0.1875,0.02428466022455785,0.2113833333333333,0.32916666666666666,0.12916666666666668,0.021446062834728222,0.6007477936535055,0.7472575927079688,0.16221848672554529,0.029965347725686164,0.6004051028616986,0.7472575927079688,0.15801855693083244,0.029538006314033645,0.1768859756950663,0.4250112289244595,0.2059189700899046,0.038775642021455406,0.17561666666666667,0.4,0.22499999999999998,0.043579050140074314,2.230114966285372,2.4093301117894694,0.2705132601127809,0.047430644357393956,1.0,1.0,0.0,0.0,0.22585714285714284,0.4642857142857143,0.35714285714285715,0.06626924056376352,0.008428571428571428,0.07142857142857142,0.07142857142857142,0.01706470279942352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,1.35,0.0,0.0,0.31666666666666665,0.31666666666666665,0.0,0.0,0.4833333333333334,0.48333333333333334,0.0,5.551115123125783e-17,0.2,0.2,0.0,0.0,stable,oscillatory
500,240,modular,6,0.08,0.004,0.12,10.0,0.72,0.22,True,static,1.0,True,True,1.35,default,0,oracle,18,default,0.36818333333333336,0.85,0.16666666666666669,0.023549410230878864,0.4292166666666667,0.5083333333333333,0.17916666666666664,0.024772526224742516,0.20260000000000003,0.3416666666666667,0.10416666666666666,0.021451910041869103,0.6192073156339815,0.7556353410680569,0.1513131961983578,0.028714401482509914,0.619190669039856,0.7556353410680569,0.1513131961983578,0.028716826270068774,0.20445371260673884,0.44373514919911045,0.2236284427034527,0.042653428420488776,0.2033,0.5041666666666667,0.24583333333333335,0.04856066080458314,2.1867046633346816,2.3424834008378976,0.29104536080178445,0.04527574443931583,1.0,1.0,0.0,0.0,0.1277142857142857,0.39285714285714285,0.2857142857142857,0.053977319500028556,0.0012857142857142856,0.07142857142857142,0.03571428571428571,0.006653217726968581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,1.35,0.0,0.0,0.3291666666666666,0.32916666666666666,0.0,5.551115123125783e-17,0.47916666666666674,0.4791666666666667,0.0,5.551115123125783e-17,0.19166666666666668,0.19166666666666668,0.0,0.0,stable,stable
500,240,modular,6,0.08,0.004,0.12,10.0,0.72,0.22,True,static,1.0,True,True,1.35,default,0,oracle,19,default,0.36833333333333335,0.8375,0.15000000000000002,0.02446653042650533,0.40341666666666665,0.48333333333333334,0.15833333333333333,0.02637983762901761,0.22825,0.3375,0.10833333333333334,0.019668961730491916,0.625817372194657,0.7391189347762156,0.167709262093087,0.026859661037626728,0.6259391346631472,0.7391189347762156,0.167709262093087,0.026882553226299902,0.21201836110080843,0.40896381888958305,0.2259176543473177,0.03981840870210224,0.21525,0.3541666666666667,0.27083333333333337,0.047939559748592694,2.2464041979551395,2.367277789220607,0.2868315504109509,0.04536112790161724,1.0,1.0,0.0,0.0,0.3117142857142857,0.4642857142857143,0.35714285714285715,0.06637493994770334,0.02871428571428571,0.07142857142857142,0.07142857142857142,0.024887091974330297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,1.35,0.0,0.0,0.375,0.375,0.0,0.0,0.4500000000000001,0.45,0.0,1.1102230246251565e-16,0.175,0.175,0.0,0.0,stable,stable
500,240,modular,6,0.08,0.004,0.12,10.0,0.72,0.22,True,static,1.0,True,True,1.35,default,0,oracle,20,default,0.38461666666666666,0.7916666666666666,0.15833333333333338,0.025869979384091777,0.37281666666666674,0.44583333333333336,0.15833333333333338,0.025696351881152317,0.24256666666666665,0.325,0.12500000000000003,0.02102963517409552,0.6234050642087864,0.7178747323099545,0.14849473492723386,0.028981845840646683,0.6231111279921202,0.7178747323099545,0.1559480038388783,0.029445594518684587,0.2087777762668036,0.37034540114455866,0.22372278934091816,0.0440014520498447,0.20995,0.37083333333333335,0.2625,0.05072212151626853,2.2217805241203505,2.354381004365011,0.2380383757948703,0.0496432746315257,1.0,1.0,0.0,0.0,0.2444285714285714,0.5,0.3571428571428571,0.0644804985548154,0.031428571428571424,0.14285714285714285,0.14285714285714285,0.027516228977511745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,1.35,0.0,0.0,0.35416666666666663,0.3541666666666667,0.0,5.551115123125783e-17,0.4125,0.4125,0.0,0.0,0.23333333333333336,0.23333333333333334,0.0,2.7755575615628914e-17,stable,oscillatory
